,O,H,L,C,V,date
342,11467.49,11595.28,11122.45,11328.5,9197.907005,2020-08-27 02:00:00
343,11328.75,11548.0,11278.42,11532.37,6259.284958,2020-08-28 02:00:00
344,11532.37,11584.55,11413.48,11469.17,4807.685689,2020-08-29 02:00:00
345,11469.16,11717.31,11462.31,11711.1,4018.28432,2020-08-30 02:00:00
346,11711.37,11790.0,11575.65,11653.66,5687.766346,2020-08-31 02:00:00
347,11653.65,12062.69,11526.52,11923.74,9077.239159,2020-09-01 02:00:00
348,11923.74,11954.16,11152.26,11395.71,12728.720674,2020-09-02 02:00:00
349,11395.71,11476.18,9972.55,10146.86,17071.30555,2020-09-03 02:00:00
350,10146.9,10630.0,9900.0,10454.94,13503.699808,2020-09-04 02:00:00
351,10454.94,10568.82,9824.1,10166.07,13546.977469,2020-09-05 02:00:00
352,10166.47,10350.0,9994.81,10256.89,7861.285186,2020-09-06 02:00:00
353,10256.89,10408.3,9875.0,10373.32,8992.790121,2020-09-07 02:00:00
354,10374.02,10438.77,9844.04,10123.64,11058.61181,2020-09-08 02:00:00
355,10123.84,10347.1,9976.28,10221.79,5779.305586,2020-09-09 02:00:00
356,10221.65,10487.79,10214.8,10340.34,8073.601892,2020-09-10 02:00:00
357,10340.17,10402.04,10199.53,10392.25,6010.62665,2020-09-11 02:00:00
358,10392.11,10477.67,10271.02,10440.74,3771.518917,2020-09-12 02:00:00
359,10440.93,10581.05,10211.34,10332.3,4771.247274,2020-09-13 02:00:00
360,10332.4,10747.46,10244.14,10676.2,9009.835768,2020-09-14 02:00:00
361,10676.2,10930.0,10611.97,10783.09,7672.119849,2020-09-15 02:00:00
362,10783.09,11095.24,10660.54,10953.89,7705.136318,2020-09-16 02:00:00
363,10953.47,11045.44,10746.53,10941.82,6065.572751,2020-09-17 02:00:00
364,10941.83,11040.46,10810.47,10934.8,5198.706715,2020-09-18 02:00:00
365,10934.79,11181.07,10888.09,11080.75,3401.197325,2020-09-19 02:00:00
366,11080.85,11080.85,10755.87,10916.66,4379.686431,2020-09-20 02:00:00
367,10916.68,10987.75,10290.96,10414.57,8370.327864,2020-09-21 02:00:00
368,10414.83,10572.88,10356.09,10528.77,5575.319531,2020-09-22 02:00:00
369,10528.78,10536.97,10133.56,10237.57,6141.509609,2020-09-23 02:00:00
370,10237.63,10796.63,10191.16,10738.81,8401.012178,2020-09-24 02:00:00
371,10738.8,10765.0,10555.59,10691.01,7004.966261,2020-09-25 02:00:00
372,10691.01,10824.16,10651.0,10729.62,3123.751039,2020-09-26 02:00:00
373,10729.73,10799.99,10593.72,10774.39,3304.170155,2020-09-27 02:00:00
374,10773.91,10954.81,10630.47,10692.83,5812.008928,2020-09-28 02:00:00
375,10692.61,10863.62,10635.72,10839.1,5235.692884,2020-09-29 02:00:00
376,10839.08,10847.62,10661.54,10775.29,5494.34425,2020-09-30 02:00:00
377,10775.59,10927.66,10440.0,10616.08,7406.474082,2020-10-01 02:00:00
378,10615.97,10661.12,10374.55,10571.16,7137.232107,2020-10-02 02:00:00
379,10571.17,10604.98,10494.83,10544.79,2322.770709,2020-10-03 02:00:00
380,10544.67,10694.91,10520.59,10669.49,2845.956384,2020-10-04 02:00:00
381,10669.08,10800.0,10620.39,10793.1,3248.214779,2020-10-05 02:00:00
382,10793.1,10801.47,10522.08,10596.59,6212.074071,2020-10-06 02:00:00
383,10596.6,10680.19,10546.94,10667.35,3433.254707,2020-10-07 02:00:00
384,10666.76,10955.14,10532.9,10928.65,5623.704445,2020-10-08 02:00:00
385,10928.16,11108.55,10826.65,11056.07,4674.702128,2020-10-09 02:00:00
386,11056.07,11495.0,11054.9,11299.03,5423.626968,2020-10-10 02:00:00
387,11299.02,11444.88,11276.76,11371.42,4213.330001,2020-10-11 02:00:00
388,11371.42,11725.91,11176.08,11534.33,7427.38166,2020-10-12 02:00:00
389,11534.33,11561.47,11311.92,11423.7,6647.586512,2020-10-13 02:00:00
390,11423.78,11551.11,11288.88,11423.82,4841.579943,2020-10-14 02:00:00
391,11423.82,11625.3,11253.41,11508.92,6070.919513,2020-10-15 02:00:00
392,11509.15,11546.66,11198.09,11324.19,6479.689512,2020-10-16 02:00:00
393,11324.23,11409.98,11263.88,11364.2,2392.335203,2020-10-17 02:00:00
394,11364.2,11513.98,11350.0,11507.76,2476.040087,2020-10-18 02:00:00
395,11508.12,11840.0,11413.72,11756.61,5819.248888,2020-10-19 02:00:00
396,11756.69,12049.0,11682.19,11919.63,7563.538719,2020-10-20 02:00:00
397,11919.65,13246.54,11898.3,12810.5,13366.596111,2020-10-21 02:00:00
398,12809.5,13204.08,12700.0,12984.4,9610.018536,2020-10-22 02:00:00
399,12986.36,13033.32,12732.33,12935.42,6348.538845,2020-10-23 02:00:00
400,12935.31,13177.64,12882.04,13124.86,3434.946475,2020-10-24 02:00:00
401,13124.85,13366.78,12888.05,13041.86,4365.580024,2020-10-25 02:00:00
402,13041.98,13250.0,12775.48,13067.01,6374.893472,2020-10-26 01:00:00
403,13067.0,13798.7,13055.4,13644.77,8235.939105,2020-10-27 01:00:00
404,13644.77,13865.04,12891.18,13270.0,9867.783015,2020-10-28 01:00:00
405,13270.71,13650.0,12974.0,13464.57,8811.9174,2020-10-29 01:00:00
406,13464.57,13678.07,13118.0,13569.51,8725.736858,2020-10-30 01:00:00
407,13569.55,14100.0,13421.75,13803.15,7577.270968,2020-10-31 01:00:00
408,13802.94,13905.69,13627.71,13768.97,3886.423541,2020-11-01 01:00:00
409,13769.1,13839.07,13208.9,13563.0,8299.051763,2020-11-02 01:00:00
410,13563.0,14073.57,13293.77,14030.64,9085.253978,2020-11-03 01:00:00
411,14030.71,14279.03,13535.39,14159.15,13678.82558,2020-11-04 01:00:00
412,14159.16,15778.99,14110.03,15612.81,15926.238992,2020-11-05 01:00:00
413,15613.9,15982.85,15190.0,15599.89,17081.166847,2020-11-06 01:00:00
414,15599.88,15774.99,14344.88,14835.97,13736.321248,2020-11-07 01:00:00
415,14834.35,15670.0,14720.16,15488.13,8637.39712,2020-11-08 01:00:00
416,15487.73,15854.28,14817.58,15341.03,15401.822479,2020-11-09 01:00:00
417,15342.15,15472.0,15090.0,15313.17,9806.235968,2020-11-10 01:00:00
418,15313.16,16000.0,15289.99,15700.26,11495.359672,2020-11-11 01:00:00
419,15700.44,16357.5,15462.59,16310.75,15088.425229,2020-11-12 01:00:00
420,16310.65,16492.64,15965.0,16338.89,10428.899529,2020-11-13 01:00:00
421,16338.89,16342.5,15716.66,16081.42,8349.390268,2020-11-14 01:00:00
422,16081.7,16173.09,15787.98,15968.15,6200.234315,2020-11-15 01:00:00
423,15968.51,16890.0,15880.0,16720.0,10126.182107,2020-11-16 01:00:00
424,16719.99,17877.42,16564.1,17678.08,15950.092475,2020-11-17 01:00:00
425,17677.82,18495.86,17239.62,17791.08,21447.758132,2020-11-18 01:00:00
426,17791.08,18192.69,17352.05,17821.41,11704.827274,2020-11-19 01:00:00
427,17821.41,18848.33,17759.09,18670.93,12822.596979,2020-11-20 01:00:00
428,18670.84,18983.17,18340.0,18717.9,11451.125148,2020-11-21 01:00:00
429,18719.01,18768.5,17628.44,18435.63,13558.920865,2020-11-22 01:00:00
430,18435.63,18775.0,18010.2,18385.0,12401.642436,2020-11-23 01:00:00
431,18384.71,19436.33,18017.72,19175.26,17097.531922,2020-11-24 01:00:00
432,19175.25,19499.0,18451.73,18724.73,13357.919288,2020-11-25 01:00:00
433,18724.38,18914.41,16194.47,17157.34,30186.56008,2020-11-26 01:00:00
434,17157.79,17464.5,16444.68,17146.41,14575.204039,2020-11-27 01:00:00
435,17146.83,17897.48,16872.79,17735.55,9448.876964,2020-11-28 01:00:00
436,17735.0,18360.0,17534.19,18195.48,7394.004407,2020-11-29 01:00:00
437,18195.49,19881.56,18195.49,19700.79,16511.384477,2020-11-30 01:00:00
438,19700.79,19892.85,18080.0,18776.69,20473.697346,2020-12-01 01:00:00
439,18776.5,19350.0,18334.0,19212.25,12466.04861,2020-12-02 01:00:00
440,19213.88,19615.93,18888.58,19440.0,10621.924634,2020-12-03 01:00:00
441,19438.96,19540.0,18560.73,18656.86,10801.355357,2020-12-04 01:00:00
442,18656.86,19196.1,18503.95,19158.17,6385.244051,2020-12-05 01:00:00
443,19158.18,19432.24,18868.43,19370.88,6153.041782,2020-12-06 01:00:00
444,19370.12,19433.11,18908.69,19174.1,6537.67034,2020-12-07 01:00:00
445,19174.1,19300.0,18188.58,18317.05,10604.386423,2020-12-08 01:00:00
446,18316.21,18645.5,17633.52,18547.52,15606.161893,2020-12-09 01:00:00
447,18547.52,18558.92,17899.55,18253.12,10391.677166,2020-12-10 01:00:00
448,18253.12,18293.1,17564.08,18032.84,13198.038455,2020-12-11 01:00:00
449,18032.84,18950.0,18021.65,18814.25,7059.862267,2020-12-12 01:00:00
450,18815.29,19417.61,18721.83,19167.62,9349.438111,2020-12-13 01:00:00
451,19168.63,19350.0,18996.75,19269.93,8488.862248,2020-12-14 01:00:00
452,19270.02,19564.0,19040.94,19430.07,10242.812573,2020-12-15 01:00:00
453,19430.07,21576.14,19285.71,21353.92,19266.584172,2020-12-16 01:00:00
454,21352.92,23806.78,21249.03,22821.54,32452.255106,2020-12-17 01:00:00
455,22817.49,23283.5,22355.66,23126.14,13253.801042,2020-12-18 01:00:00
456,23126.14,24175.17,22763.15,23851.58,14059.411488,2020-12-19 01:00:00
457,23851.15,24298.91,23099.32,23481.66,12621.630297,2020-12-20 01:00:00
458,23477.66,24122.9,21874.96,22728.0,14964.746162,2020-12-21 01:00:00
459,22728.01,23836.73,22364.81,23809.99,13866.141732,2020-12-22 01:00:00
460,23812.36,24089.0,22611.0,23220.09,15844.388178,2020-12-23 01:00:00
461,23220.25,23790.5,22704.01,23718.94,10632.113695,2020-12-24 01:00:00
462,23721.65,24790.01,23420.71,24699.77,11695.877429,2020-12-25 01:00:00
463,24700.73,26841.18,24485.29,26473.31,13307.014571,2020-12-26 01:00:00
464,26473.63,28395.62,25747.82,26254.23,20110.288605,2020-12-27 01:00:00
465,26254.23,27467.78,26072.21,27040.75,12108.911583,2020-12-28 01:00:00
466,27037.08,27383.35,25826.17,27356.29,13161.288078,2020-12-29 01:00:00
467,27356.38,29000.0,27313.91,28890.0,17802.837099,2020-12-30 01:00:00
468,28888.56,29315.42,27910.0,28969.01,17091.981683,2020-12-31 01:00:00
469,28961.73,29678.0,28686.69,29406.54,11050.689495,2021-01-01 01:00:00
470,29408.99,33333.33,29023.16,32215.48,25994.098945,2021-01-02 01:00:00
471,32203.42,34786.0,32000.0,33071.12,24687.257861,2021-01-03 01:00:00
472,33071.12,33651.2,28089.05,32015.4,28654.793274,2021-01-04 01:00:00
473,32016.21,34498.0,29907.84,34048.81,24612.321095,2021-01-05 01:00:00
474,34048.8,37002.2,33387.97,36851.55,25492.326064,2021-01-06 01:00:00
475,36844.23,40404.26,36350.0,39488.0,25543.253481,2021-01-07 01:00:00
476,39487.99,42000.18,36588.03,40610.16,31055.1669,2021-01-08 01:00:00
477,40603.72,41430.0,38764.34,40239.25,15159.818761,2021-01-09 01:00:00
478,40239.25,41460.0,35080.12,38162.04,22678.561742,2021-01-10 01:00:00
479,38160.0,38268.52,30330.55,35427.77,55192.805745,2021-01-11 01:00:00
480,35412.07,36650.0,32507.09,34029.14,29041.848731,2021-01-12 01:00:00
481,34028.38,37800.0,32350.0,37383.06,28162.234627,2021-01-13 01:00:00
482,37374.52,40110.0,36700.0,39113.72,23519.921702,2021-01-14 01:00:00
483,39113.71,39692.96,34353.19,36734.62,28136.815324,2021-01-15 01:00:00
484,36734.6,37950.0,35372.83,36003.52,19946.175854,2021-01-16 01:00:00
485,36003.52,36845.81,33840.0,35833.58,16364.179013,2021-01-17 01:00:00
486,35820.41,37455.23,34770.0,36632.24,15153.280937,2021-01-18 01:00:00
487,36634.06,37889.0,35866.84,35902.6,17543.277233,2021-01-19 01:00:00
488,35901.17,36415.05,33410.0,35489.56,23863.422479,2021-01-20 01:00:00
489,35489.56,35612.24,30048.06,30837.51,34634.266938,2021-01-21 01:00:00
490,30837.51,33860.0,28800.19,32980.82,30817.552692,2021-01-22 01:00:00
491,32980.82,33480.89,31422.01,32100.29,16540.822015,2021-01-23 01:00:00
492,32100.29,33102.0,30945.08,32290.8,15019.502281,2021-01-24 01:00:00
493,32290.81,34886.41,31917.12,32253.49,21644.82679,2021-01-25 01:00:00
494,32254.23,32933.79,30829.73,32495.0,22053.97,2021-01-26 01:00:00
495,32494.54,32572.86,29253.52,30410.09,26997.673451,2021-01-27 01:00:00
496,30411.89,33840.0,29900.0,33443.5,20477.253351,2021-01-28 01:00:00
497,33447.34,38650.0,31972.44,34261.2,52280.937759,2021-01-29 01:00:00
498,34261.2,34948.88,32848.16,34299.6,19192.800679,2021-01-30 01:00:00
499,34300.41,34376.61,32193.77,33111.96,14021.547874,2021-01-31 01:00:00
500,33127.48,34719.17,32323.23,33528.41,17029.55139,2021-02-01 01:00:00
501,33524.75,36023.87,33425.92,35511.95,16950.850402,2021-02-02 01:00:00
502,35507.2,37710.0,35404.84,37675.81,17848.196074,2021-02-03 01:00:00
503,37667.42,38770.9,36183.67,36977.41,21330.935019,2021-02-04 01:00:00
504,36977.4,38370.0,36602.56,38331.68,15116.496443,2021-02-05 01:00:00
505,38331.69,40999.0,38254.05,39258.22,20982.588921,2021-02-06 01:00:00
506,39256.59,39742.17,37356.76,38870.21,20141.067324,2021-02-07 01:00:00
507,38866.71,46833.31,38020.4,46426.88,30325.195725,2021-02-08 01:00:00
508,46425.25,48222.0,45000.0,46480.92,26910.411658,2021-02-09 01:00:00
509,46480.92,47376.73,43733.8,44846.51,19260.412692,2021-02-10 01:00:00
510,44844.14,48714.07,44014.3,48003.02,19294.650341,2021-02-11 01:00:00
511,48004.02,49000.0,46243.5,47393.0,16911.260489,2021-02-12 01:00:00
512,47390.98,48202.0,46251.0,47205.88,12603.942408,2021-02-13 01:00:00
513,47205.87,49737.39,47081.81,48631.27,13151.685714,2021-02-14 01:00:00
514,48632.49,49048.38,45766.79,47915.01,17832.367688,2021-02-15 01:00:00
515,47915.0,50689.37,47050.0,49145.04,19111.15623,2021-02-16 01:00:00
516,49144.24,52648.89,48947.8,52139.34,16618.026044,2021-02-17 01:00:00
517,52132.44,52543.5,50874.79,51555.69,14236.401357,2021-02-18 01:00:00
518,51550.92,56386.8,50733.0,55922.05,17164.695659,2021-02-19 01:00:00
519,55916.46,57600.0,53946.06,55885.1,17954.104527,2021-02-20 01:00:00
520,55885.1,58362.91,55516.17,57465.09,12896.587587,2021-02-21 01:00:00
521,57463.22,57547.57,47689.55,54107.06,31886.732513,2021-02-22 01:00:00
522,54105.03,54184.35,44900.0,48888.16,45041.151011,2021-02-23 01:00:00
523,48888.17,51388.88,47000.0,49695.47,20862.665218,2021-02-24 01:00:00
524,49694.62,52050.0,46690.0,47079.75,19683.294845,2021-02-25 01:00:00
525,47079.75,48444.0,44116.43,46302.75,26609.175548,2021-02-26 01:00:00
526,46302.75,48374.56,45017.05,46148.23,15037.50423,2021-02-27 01:00:00
527,46148.23,46667.18,43007.42,45226.61,20289.24517,2021-02-28 01:00:00
528,45217.4,49830.73,45040.89,49638.48,18396.163165,2021-03-01 01:00:00
529,49638.48,50251.37,47052.63,48487.26,15056.552993,2021-03-02 01:00:00
530,48478.31,52669.69,48139.76,50371.33,16997.485112,2021-03-03 01:00:00
531,50373.88,51796.4,47487.32,48365.49,18402.423954,2021-03-04 01:00:00
532,48353.42,49471.45,46297.15,48761.85,17349.369539,2021-03-05 01:00:00
533,48755.76,49199.0,47063.48,48897.46,9074.373038,2021-03-06 01:00:00
534,48898.13,51467.0,48898.13,50989.04,12504.969856,2021-03-07 01:00:00
535,50972.4,52408.17,49315.41,52394.72,15904.961292,2021-03-08 01:00:00
536,52394.49,54904.89,51840.0,54887.19,16591.537867,2021-03-09 01:00:00
537,54886.56,57408.48,53002.75,55855.5,20278.836778,2021-03-10 01:00:00
538,55855.5,58171.16,54268.85,57797.82,17260.568725,2021-03-11 01:00:00
539,57798.69,58090.0,55010.0,57219.44,17235.231838,2021-03-12 01:00:00
540,57219.0,61810.71,56079.88,61168.93,16960.42285,2021-03-13 01:00:00
541,61170.96,61680.0,59001.0,59001.01,11712.720984,2021-03-14 01:00:00
542,59001.01,60615.74,54614.52,55615.12,23675.549231,2021-03-15 01:00:00
543,55619.49,56934.34,53261.07,56915.32,19650.476746,2021-03-16 01:00:00
544,56910.24,58990.0,54134.0,58928.67,18386.571553,2021-03-17 01:00:00
545,58928.66,60134.21,57001.55,57633.58,17724.168503,2021-03-18 01:00:00
546,57633.58,59470.47,56263.89,58041.31,13619.424094,2021-03-19 01:00:00
547,58041.3,59896.85,57832.84,58108.52,11146.951572,2021-03-20 01:00:00
548,58108.51,58603.0,55397.76,57387.45,11036.48998,2021-03-21 01:00:00
549,57377.48,58425.87,53692.13,54099.99,15959.557079,2021-03-22 01:00:00
550,54099.99,55838.66,53000.0,54351.96,16161.699914,2021-03-23 01:00:00
551,54346.08,57200.0,51689.0,52286.31,20735.28975,2021-03-24 01:00:00
552,52286.31,53249.16,50403.28,51312.16,21827.426724,2021-03-25 01:00:00
553,51312.16,55098.86,51249.18,55055.38,14412.703151,2021-03-26 01:00:00
554,55055.37,56654.12,53966.17,55821.67,11970.966939,2021-03-27 01:00:00
555,55821.67,56537.42,54700.0,55764.78,9638.708069,2021-03-28 01:00:00
556,55764.78,58392.09,54900.0,57620.16,15516.273733,2021-03-29 02:00:00
557,57623.05,59371.41,57028.35,58769.99,11765.077269,2021-03-30 02:00:00
558,58769.99,59810.44,56888.0,58772.47,15484.229932,2021-03-31 02:00:00
559,58769.05,59483.98,57930.0,58706.48,11861.864855,2021-04-01 02:00:00
560,58701.22,60134.96,58443.9,58966.02,10794.665062,2021-04-02 02:00:00
561,58966.01,59779.2,56862.88,57060.02,10999.872988,2021-04-03 02:00:00
562,57062.87,58492.91,56440.11,58203.64,7725.859553,2021-04-04 02:00:00
563,58203.65,59266.51,56799.0,59128.9,10839.046882,2021-04-05 02:00:00
564,59128.89,59499.0,57400.0,57982.78,10848.928563,2021-04-06 02:00:00
565,57982.78,58633.52,55417.39,55935.39,16752.903433,2021-04-07 02:00:00
566,55934.61,58151.08,55671.51,58075.58,10204.845349,2021-04-08 02:00:00
567,58075.58,58920.37,57628.56,58105.83,9144.261725,2021-04-09 02:00:00
568,58105.83,61278.22,57870.0,59748.95,13538.453981,2021-04-10 02:00:00
569,59748.94,60664.95,59130.87,59963.16,8182.893617,2021-04-11 02:00:00
570,59963.89,61375.83,59364.24,59834.64,11803.247385,2021-04-12 02:00:00
571,59834.64,63767.29,59770.55,63584.15,17274.569637,2021-04-13 02:00:00
572,63584.15,64918.96,61275.54,62961.88,17844.820999,2021-04-14 02:00:00
573,62961.88,63834.01,62036.21,63211.91,11944.035895,2021-04-15 02:00:00
574,63211.93,63577.78,60051.01,61414.25,18261.440732,2021-04-16 02:00:00
575,61414.25,62568.78,59659.03,60054.13,11193.249527,2021-04-17 02:00:00
576,60054.13,60416.36,51680.0,56252.24,25601.505032,2021-04-18 02:00:00
577,56249.73,57598.46,54277.77,55668.99,16617.612101,2021-04-19 02:00:00
578,55668.98,57093.0,53400.0,56475.34,18330.713397,2021-04-20 02:00:00
579,56472.52,56800.42,53651.22,53813.61,16616.973914,2021-04-21 02:00:00
580,53809.38,55464.27,50500.0,51701.01,27750.267885,2021-04-22 02:00:00
581,51701.0,52131.93,47500.0,51154.49,26733.486738,2021-04-23 02:00:00
582,51156.01,51205.87,48714.57,50088.3,12374.175124,2021-04-24 02:00:00
583,50095.9,50600.0,47011.0,49115.04,13015.568804,2021-04-25 02:00:00
584,49115.05,54407.63,48811.16,54044.67,20386.819381,2021-04-26 02:00:00
585,54044.67,55508.93,53286.52,55069.96,11894.628396,2021-04-27 02:00:00
586,55065.48,56497.38,53888.0,54885.35,12836.169161,2021-04-28 02:00:00
587,54885.35,55230.0,52357.77,53582.7,14368.622031,2021-04-29 02:00:00
588,53582.69,57999.0,53070.0,57755.9,15187.98835,2021-04-30 02:00:00
589,57759.48,58526.06,57065.72,57846.76,9135.509731,2021-05-01 02:00:00
590,57853.41,57962.67,56071.42,56610.08,8839.982121,2021-05-02 02:00:00
591,56610.08,59017.41,56505.0,57212.47,12975.114339,2021-05-03 02:00:00
592,57212.46,57240.05,53100.0,53230.95,21592.331013,2021-05-04 02:00:00
593,53227.2,57994.0,52937.6,57515.37,17884.623731,2021-05-05 02:00:00
594,57515.37,58422.81,55300.0,56432.63,15976.450711,2021-05-06 02:00:00
595,56432.63,58733.43,55295.09,57368.78,15503.119995,2021-05-07 02:00:00
596,57368.77,59561.41,56970.0,58946.34,13942.18675,2021-05-08 02:00:00
597,58949.3,59301.48,56272.2,58305.56,13943.562962,2021-05-09 02:00:00
598,58305.56,59580.76,53500.0,55859.94,19970.479448,2021-05-10 02:00:00
599,55869.88,56938.77,54490.42,56745.27,14202.416987,2021-05-11 02:00:00
600,56751.29,58039.8,48650.0,49607.98,21494.859173,2021-05-12 02:00:00
601,49607.98,51428.2,46200.0,49677.77,34162.207053,2021-05-13 02:00:00
602,49677.85,51564.47,48879.27,49886.57,17190.2435,2021-05-14 02:00:00
603,49890.53,50706.88,46578.94,46790.33,18615.478098,2021-05-15 02:00:00
604,46787.21,49795.04,43864.78,46443.91,27272.043382,2021-05-16 02:00:00
605,46444.84,46645.99,42111.0,43557.0,36781.379095,2021-05-17 02:00:00
606,43557.0,45830.0,42266.49,42870.07,26558.725546,2021-05-18 02:00:00
607,42870.07,43598.0,30004.24,36736.94,79479.72648,2021-05-19 02:00:00
608,36736.94,42500.85,34953.21,40647.1,53005.043129,2021-05-20 02:00:00
609,40607.36,42277.77,33506.2,37330.71,56334.337966,2021-05-21 02:00:00
610,37326.36,38880.0,35251.81,37482.5,30719.241922,2021-05-22 02:00:00
611,37489.77,38300.27,31130.74,34725.6,50039.498065,2021-05-23 02:00:00
612,34731.64,39988.0,34421.59,38836.83,34201.16934,2021-05-24 02:00:00
613,38843.13,39842.0,36473.95,38363.61,24464.210466,2021-05-25 02:00:00
614,38363.61,40900.0,37843.0,39292.33,23360.631085,2021-05-26 02:00:00
615,39287.51,40443.41,37185.1,38560.0,17713.856457,2021-05-27 02:00:00
616,38561.41,38902.26,34700.0,35675.34,29927.177231,2021-05-28 02:00:00
617,35675.35,37345.31,33655.7,34625.5,25264.965156,2021-05-29 02:00:00
618,34626.64,36500.0,33407.32,35661.0,15366.057554,2021-05-30 02:00:00
619,35661.01,37500.0,34183.9,37266.51,20691.320977,2021-05-31 02:00:00
620,37266.5,37918.54,35683.88,36685.87,19265.087438,2021-06-01 02:00:00
621,36685.87,38235.22,35909.54,37568.67,14636.826789,2021-06-02 02:00:00
622,37568.66,39475.45,37168.01,39250.0,17391.70896,2021-06-03 02:00:00
623,39249.99,39285.96,35578.23,36853.91,19950.226646,2021-06-04 02:00:00
624,36848.29,37924.61,34823.78,35521.12,16838.298113,2021-06-05 02:00:00
625,35521.12,36475.78,35230.0,35807.49,10837.528416,2021-06-06 02:00:00
626,35810.93,36809.14,33313.77,33573.37,18293.178467,2021-06-07 02:00:00
627,33570.0,34085.63,31050.01,33396.46,31935.940128,2021-06-08 02:00:00
628,33403.31,37574.48,32418.21,37408.94,32116.489127,2021-06-09 02:00:00
629,37409.51,38470.0,35791.5,36686.82,28686.368977,2021-06-10 02:00:00
630,36693.32,37689.2,35959.48,37336.26,20638.05904,2021-06-11 02:00:00
631,37338.58,37461.66,34627.78,35538.27,20239.320288,2021-06-12 02:00:00
632,35549.07,39375.0,34800.0,39019.09,21152.166378,2021-06-13 02:00:00
633,39028.75,41090.0,38750.0,40530.52,28828.998826,2021-06-14 02:00:00
634,40530.51,41329.85,39503.21,40146.26,21768.649291,2021-06-15 02:00:00
635,40143.09,40515.03,38107.77,38341.9,22985.749581,2021-06-16 02:00:00
636,38337.47,39541.99,37369.33,38083.0,22582.740117,2021-06-17 02:00:00
637,38088.85,38200.0,35145.9,35834.92,23702.109348,2021-06-18 02:00:00
638,35834.92,36464.12,34821.14,35493.34,21728.413903,2021-06-19 02:00:00
639,35493.34,36123.15,33333.0,35596.6,25513.953814,2021-06-20 02:00:00
640,35597.01,35742.47,31255.89,31609.48,51850.87864,2021-06-21 02:00:00
641,31606.26,33300.0,28808.0,32521.77,52834.742847,2021-06-22 02:00:00
642,32524.73,34950.0,31714.0,33685.39,32460.030177,2021-06-23 02:00:00
643,33682.23,35290.01,32311.63,34657.39,21959.024224,2021-06-24 02:00:00
644,34655.93,35500.0,31277.01,31577.81,30057.840458,2021-06-25 02:00:00
645,31577.81,32723.01,30153.21,32287.41,28775.940097,2021-06-26 02:00:00
646,32282.64,34750.0,31992.74,34702.69,25012.989079,2021-06-27 02:00:00
647,34707.81,35310.33,33860.04,34496.95,22295.869196,2021-06-28 02:00:00
648,34496.95,36630.44,34231.72,35913.8,23478.876501,2021-06-29 02:00:00
649,35913.8,36109.98,34050.0,35054.97,22113.210803,2021-06-30 02:00:00
650,35045.36,35068.36,32723.75,33510.01,21759.596142,2021-07-01 02:00:00
651,33510.0,33987.52,32697.06,33785.72,16804.549908,2021-07-02 02:00:00
652,33788.26,34950.0,33322.78,34677.72,12466.909459,2021-07-03 02:00:00
653,34676.2,35970.0,34371.23,35289.84,11770.593582,2021-07-04 02:00:00
654,35292.72,35296.25,33140.0,33703.89,18477.164767,2021-07-05 02:00:00
655,33703.89,35116.52,33531.27,34217.74,18669.871986,2021-07-06 02:00:00
656,34217.74,35066.66,33780.4,33866.64,16221.485781,2021-07-07 02:00:00
657,33863.86,33936.83,32104.22,32868.92,20754.462088,2021-07-08 02:00:00
658,32872.07,34100.0,32272.17,33816.26,12803.631937,2021-07-09 02:00:00
659,33816.26,34258.39,33025.01,33500.22,11966.546163,2021-07-10 02:00:00
660,33500.22,34613.21,33310.22,34259.99,9968.938,2021-07-11 02:00:00
661,34260.0,34671.94,32660.21,33091.54,13935.478189,2021-07-12 02:00:00
662,33086.72,33339.72,32200.74,32729.46,11023.435081,2021-07-13 02:00:00
663,32729.46,33114.23,31586.52,32824.43,12731.588948,2021-07-14 02:00:00
664,32823.1,33185.57,31135.08,31874.74,13494.339803,2021-07-15 02:00:00
665,31872.37,32257.3,31016.66,31388.05,12574.198489,2021-07-16 02:00:00
666,31386.48,31956.57,31170.19,31525.77,8632.632977,2021-07-17 02:00:00
667,31523.22,32438.67,31130.06,31779.8,9435.225386,2021-07-18 02:00:00
668,31781.55,31897.94,30411.77,30836.73,12677.524297,2021-07-19 02:00:00
669,30836.72,31062.0,29288.0,29792.75,15791.472035,2021-07-20 02:00:00
670,29796.21,32830.89,29496.05,32141.47,20544.169418,2021-07-21 02:00:00
671,32141.47,32592.52,31722.01,32287.73,11185.176669,2021-07-22 02:00:00
672,32287.73,33646.94,31984.75,33635.55,12318.442463,2021-07-23 02:00:00
673,33635.56,34507.67,33415.46,34272.4,11995.4315,2021-07-24 02:00:00
674,34274.13,35424.58,33867.06,35402.13,12023.633971,2021-07-25 02:00:00
675,35402.13,40556.0,35236.73,37251.63,41147.777233,2021-07-26 02:00:00
676,37249.77,39547.37,36398.14,39463.08,25026.462654,2021-07-27 02:00:00
677,39463.09,40926.84,38790.0,40028.37,29271.360473,2021-07-28 02:00:00
678,40027.99,40650.0,39241.66,40030.0,16621.034022,2021-07-29 02:00:00
679,40030.0,42325.75,38336.66,42234.99,19099.697758,2021-07-30 02:00:00
680,42235.0,42435.28,41050.0,41485.57,14034.969037,2021-07-31 02:00:00
681,41485.57,42607.35,39420.0,39865.66,16860.967124,2021-08-01 02:00:00
682,39865.66,40465.27,38683.0,39156.52,16616.972171,2021-08-02 02:00:00
