,2K-mean,KNN,2KNN,Actual_price,Error
446,18142.98,18253.12,18032.84,18814.25,671.2700000000004
447,18423.545,18032.84,18814.25,19167.62,744.0750000000007
448,18990.934999999998,18814.25,19167.62,19269.93,278.9950000000026
449,19218.775,19167.62,19269.93,19430.07,211.29499999999825
450,19350.0,19269.93,19430.07,21353.92,2003.9199999999983
451,20391.995,19430.07,21353.92,22821.54,2429.545000000002
452,22087.73,21353.92,22821.54,23126.14,1038.4099999999999
453,22973.84,22821.54,23126.14,23851.58,877.7400000000016
454,23488.86,23126.14,23851.58,23481.66,-7.200000000000728
455,23666.620000000003,23851.58,23481.66,22728.0,-938.6200000000026
456,23104.83,23481.66,22728.0,23809.99,705.1599999999999
457,23268.995000000003,22728.0,23809.99,23220.09,-48.905000000002474
458,23515.04,23809.99,23220.09,23718.94,203.89999999999782
459,23469.515,23220.09,23718.94,24699.77,1230.255000000001
460,24209.355,23718.94,24699.77,26473.31,2263.9550000000017
461,25586.54,24699.77,26473.31,26254.23,667.6899999999987
462,26363.77,26473.31,26254.23,27040.75,676.9799999999996
463,26647.489999999998,26254.23,27040.75,27356.29,708.8000000000029
464,27198.52,27040.75,27356.29,28890.0,1691.4799999999996
465,28123.145,27356.29,28890.0,28969.01,845.864999999998
466,28929.504999999997,28890.0,28969.01,29406.54,477.0350000000035
467,29187.775,28969.01,29406.54,32215.48,3027.704999999998
468,30811.010000000002,29406.54,32215.48,33071.12,2260.1100000000006
469,32643.300000000003,32215.48,33071.12,32015.4,-627.9000000000015
470,32543.260000000002,33071.12,32015.4,34048.81,1505.5499999999956
471,33032.104999999996,32015.4,34048.81,36851.55,3819.445000000007
472,35450.18,34048.81,36851.55,39488.0,4037.8199999999997
473,38169.775,36851.55,39488.0,40610.16,2440.385000000002
474,40049.08,39488.0,40610.16,40239.25,190.16999999999825
475,40424.705,40610.16,40239.25,38162.04,-2262.665000000001
476,39200.645000000004,40239.25,38162.04,35427.77,-3772.8750000000073
477,36794.905,38162.04,35427.77,34029.14,-2765.7649999999994
478,34728.455,35427.77,34029.14,37383.06,2654.604999999996
479,35706.1,34029.14,37383.06,39113.72,3407.6200000000026
480,38248.39,37383.06,39113.72,36734.62,-1513.7699999999968
481,37924.17,39113.72,36734.62,36003.52,-1920.6500000000015
482,36369.07,36734.62,36003.52,35833.58,-535.489999999998
483,35918.55,36003.52,35833.58,36632.24,713.689999999995
484,36232.91,35833.58,36632.24,35902.6,-330.31000000000495
485,36267.42,36632.24,35902.6,35489.56,-777.8600000000006
486,35696.08,35902.6,35489.56,30837.51,-4858.570000000003
487,33163.534999999996,35489.56,30837.51,32980.82,-182.7149999999965
488,31909.165,30837.51,32980.82,32100.29,191.125
489,32540.555,32980.82,32100.29,32290.8,-249.75500000000102
490,32195.545,32100.29,32290.8,32253.49,57.94500000000335
491,32272.145,32290.8,32253.49,32495.0,222.85499999999956
492,32374.245000000003,32253.49,32495.0,30410.09,-1964.1550000000025
493,31452.545,32495.0,30410.09,33443.5,1990.9550000000017
494,31926.795,30410.09,33443.5,34261.2,2334.404999999999
495,33852.35,33443.5,34261.2,34299.6,447.25
496,34280.399999999994,34261.2,34299.6,33111.96,-1168.439999999995
497,33705.78,34299.6,33111.96,33528.41,-177.36999999999534
498,33320.185,33111.96,33528.41,35511.95,2191.7649999999994
499,34520.18,33528.41,35511.95,37675.81,3155.6299999999974
500,36593.88,35511.95,37675.81,36977.41,383.5300000000061
501,37326.61,37675.81,36977.41,38331.68,1005.0699999999997
502,37654.545,36977.41,38331.68,39258.22,1603.675000000003
503,38794.95,38331.68,39258.22,38870.21,75.26000000000204
504,39064.215,39258.22,38870.21,46426.88,7362.665000000001
505,42648.545,38870.21,46426.88,46480.92,3832.375
506,46453.899999999994,46426.88,46480.92,44846.51,-1607.3899999999921
507,45663.715,46480.92,44846.51,48003.02,2339.3050000000003
508,46424.765,44846.51,48003.02,47393.0,968.2350000000006
509,47698.009999999995,48003.02,47393.0,47205.88,-492.1299999999974
510,47299.44,47393.0,47205.88,48631.27,1331.8299999999945
511,47918.575,47205.88,48631.27,47915.01,-3.5649999999950523
512,48273.14,48631.27,47915.01,49145.04,871.9000000000015
513,48530.025,47915.01,49145.04,52139.34,3609.314999999995
514,50642.19,49145.04,52139.34,51555.69,913.5
515,51847.515,52139.34,51555.69,55922.05,4074.5350000000035
516,53738.87,51555.69,55922.05,55885.1,2146.229999999996
517,55903.575,55922.05,55885.1,57465.09,1561.5149999999994
518,56675.095,55885.1,57465.09,54107.06,-2568.0350000000035
519,55786.075,57465.09,54107.06,48888.16,-6897.914999999994
520,51497.61,54107.06,48888.16,49695.47,-1802.1399999999994
521,49291.815,48888.16,49695.47,47079.75,-2212.0650000000023
522,48387.61,49695.47,47079.75,46302.75,-2084.8600000000006
523,46691.25,47079.75,46302.75,46148.23,-543.0199999999968
524,46225.490000000005,46302.75,46148.23,45226.61,-998.8800000000047
525,45687.42,46148.23,45226.61,49638.48,3951.060000000005
526,47432.545,45226.61,49638.48,48487.26,1054.7150000000038
527,49062.87,49638.48,48487.26,50371.33,1308.4599999999991
528,49429.295,48487.26,50371.33,48365.49,-1063.8050000000003
529,49368.41,50371.33,48365.49,48761.85,-606.560000000005
530,48563.67,48365.49,48761.85,48897.46,333.7900000000009
531,48829.655,48761.85,48897.46,50989.04,2159.385000000002
532,49943.25,48897.46,50989.04,52394.72,2451.470000000001
533,51691.880000000005,50989.04,52394.72,54887.19,3195.3099999999977
534,53640.955,52394.72,54887.19,55855.5,2214.5449999999983
535,55371.345,54887.19,55855.5,57797.82,2426.4749999999985
536,56826.66,55855.5,57797.82,57219.44,392.77999999999884
537,57508.630000000005,57797.82,57219.44,61168.93,3660.2999999999956
538,59194.185,57219.44,61168.93,59001.01,-193.17499999999563
539,60084.97,61168.93,59001.01,55615.12,-4469.8499999999985
540,57308.065,59001.01,55615.12,56915.32,-392.7450000000026
541,56265.22,55615.12,56915.32,58928.67,2663.449999999997
542,57921.994999999995,56915.32,58928.67,57633.58,-288.4149999999936
543,58281.125,58928.67,57633.58,58041.31,-239.81500000000233
544,57837.445,57633.58,58041.31,58108.52,271.0749999999971
545,58074.91499999999,58041.31,58108.52,57387.45,-687.4649999999965
546,57747.985,58108.52,57387.45,54099.99,-3647.9950000000026
547,55743.72,57387.45,54099.99,54351.96,-1391.760000000002
548,54225.975,54099.99,54351.96,52286.31,-1939.6650000000009
549,53319.134999999995,54351.96,52286.31,51312.16,-2006.9749999999913
550,51799.235,52286.31,51312.16,55055.38,3256.144999999997
551,53183.770000000004,51312.16,55055.38,55821.67,2637.899999999994
552,55438.524999999994,55055.38,55821.67,55764.78,326.25500000000466
553,55793.225,55821.67,55764.78,57620.16,1826.935000000005
554,56692.47,55764.78,57620.16,58769.99,2077.519999999997
555,58195.075,57620.16,58769.99,58772.47,577.3950000000041
556,58771.229999999996,58769.99,58772.47,58706.48,-64.74999999999272
557,58739.475000000006,58772.47,58706.48,58966.02,226.54499999999098
558,58836.25,58706.48,58966.02,57060.02,-1776.2300000000032
559,58013.02,58966.02,57060.02,58203.64,190.62000000000262
560,57631.83,57060.02,58203.64,59128.9,1497.0699999999997
561,58666.270000000004,58203.64,59128.9,57982.78,-683.4900000000052
562,58555.84,59128.9,57982.78,55935.39,-2620.449999999997
563,56959.085,57982.78,55935.39,58075.58,1116.4950000000026
564,57005.485,55935.39,58075.58,58105.83,1100.3450000000012
565,58090.705,58075.58,58105.83,59748.95,1658.2449999999953
566,58927.39,58105.83,59748.95,59963.16,1035.770000000004
567,59856.055,59748.95,59963.16,59834.64,-21.415000000000873
568,59898.9,59963.16,59834.64,63584.15,3685.25
569,61709.395000000004,59834.64,63584.15,62961.88,1252.4849999999933
570,63273.015,63584.15,62961.88,63211.91,-61.104999999995925
571,63086.895000000004,62961.88,63211.91,61414.25,-1672.645000000004
572,62313.08,63211.91,61414.25,60054.13,-2258.9500000000044
573,60734.19,61414.25,60054.13,56252.24,-4481.950000000004
574,58153.185,60054.13,56252.24,55668.99,-2484.1949999999997
575,55960.615,56252.24,55668.99,56475.34,514.7249999999985
576,56072.16499999999,55668.99,56475.34,53813.61,-2258.554999999993
577,55144.475,56475.34,53813.61,51701.01,-3443.4649999999965
578,52757.31,53813.61,51701.01,51154.49,-1602.8199999999997
579,51427.75,51701.01,51154.49,50088.3,-1339.449999999997
580,50621.395000000004,51154.49,50088.3,49115.04,-1506.3550000000032
581,49601.67,50088.3,49115.04,54044.67,4443.0
582,51579.854999999996,49115.04,54044.67,55069.96,3490.105000000003
583,54557.315,54044.67,55069.96,54885.35,328.0349999999962
584,54977.655,55069.96,54885.35,53582.7,-1394.9550000000017
585,54234.024999999994,54885.35,53582.7,57755.9,3521.8750000000073
586,55669.3,53582.7,57755.9,57846.76,2177.459999999999
587,57801.33,57755.9,57846.76,56610.08,-1191.25
588,57228.42,57846.76,56610.08,57212.47,-15.94999999999709
589,56911.275,56610.08,57212.47,53230.95,-3680.3250000000044
590,55221.71,57212.47,53230.95,57515.37,2293.6600000000035
591,55373.16,53230.95,57515.37,56432.63,1059.469999999994
592,56974.0,57515.37,56432.63,57368.78,394.77999999999884
593,56900.705,56432.63,57368.78,58946.34,2045.6349999999948
594,58157.56,57368.78,58946.34,58305.56,148.0
595,58625.95,58946.34,58305.56,55859.94,-2766.0099999999948
596,57082.75,58305.56,55859.94,56745.27,-337.4800000000032
597,56302.604999999996,55859.94,56745.27,49607.98,-6694.624999999993
598,53176.625,56745.27,49607.98,49677.77,-3498.855000000003
599,49642.875,49607.98,49677.77,49886.57,243.6949999999997
600,49782.17,49677.77,49886.57,46790.33,-2991.8399999999965
601,48338.45,49886.57,46790.33,46443.91,-1894.5399999999936
602,46617.12,46790.33,46443.91,43557.0,-3060.1200000000026
603,45000.455,46443.91,43557.0,42870.07,-2130.385000000002
604,43213.535,43557.0,42870.07,36736.94,-6476.595000000001
605,39803.505000000005,42870.07,36736.94,40647.1,843.5949999999939
606,38692.020000000004,36736.94,40647.1,37330.71,-1361.310000000005
607,38988.905,40647.1,37330.71,37482.5,-1506.4049999999988
608,37406.604999999996,37330.71,37482.5,34725.6,-2681.0049999999974
609,36104.05,37482.5,34725.6,38836.83,2732.779999999999
610,36781.215,34725.6,38836.83,38363.61,1582.395000000004
611,38600.22,38836.83,38363.61,39292.33,692.1100000000006
612,38827.97,38363.61,39292.33,38560.0,-267.97000000000116
613,38926.165,39292.33,38560.0,35675.34,-3250.8250000000044
614,37117.67,38560.0,35675.34,34625.5,-2492.1699999999983
615,35150.42,35675.34,34625.5,35661.0,510.58000000000175
616,35143.25,34625.5,35661.0,37266.51,2123.260000000002
617,36463.755000000005,35661.0,37266.51,36685.87,222.11499999999796
618,36976.19,37266.51,36685.87,37568.67,592.4799999999959
619,37127.270000000004,36685.87,37568.67,39250.0,2122.729999999996
620,38409.335,37568.67,39250.0,36853.91,-1555.4249999999956
621,38051.955,39250.0,36853.91,35521.12,-2530.834999999999
622,36187.515,36853.91,35521.12,35807.49,-380.02500000000146
623,35664.305,35521.12,35807.49,33573.37,-2090.9349999999977
624,34690.43,35807.49,33573.37,33396.46,-1293.9700000000012
625,33484.915,33573.37,33396.46,37408.94,3924.0250000000015
626,35402.7,33396.46,37408.94,36686.82,1284.1200000000026
627,37047.880000000005,37408.94,36686.82,37336.26,288.3799999999974
628,37011.54,36686.82,37336.26,35538.27,-1473.270000000004
629,36437.265,37336.26,35538.27,39019.09,2581.824999999997
630,37278.67999999999,35538.27,39019.09,40530.52,3251.840000000004
631,39774.80499999999,39019.09,40530.52,40146.26,371.455000000009
632,40338.39,40530.52,40146.26,38341.9,-1996.489999999998
633,39244.08,40146.26,38341.9,38083.0,-1161.0800000000017
634,38212.45,38341.9,38083.0,35834.92,-2377.529999999999
635,36958.96,38083.0,35834.92,35493.34,-1465.6200000000026
636,35664.13,35834.92,35493.34,35596.6,-67.52999999999884
637,35544.97,35493.34,35596.6,31609.48,-3935.4900000000016
638,33603.04,35596.6,31609.48,32521.77,-1081.2700000000004
639,32065.625,31609.48,32521.77,33685.39,1619.7649999999994
640,33103.58,32521.77,33685.39,34657.39,1553.8099999999977
641,34171.39,33685.39,34657.39,31577.81,-2593.579999999998
642,33117.6,34657.39,31577.81,32287.41,-830.1899999999987
643,31932.61,31577.81,32287.41,34702.69,2770.0800000000017
644,33495.05,32287.41,34702.69,34496.95,1001.8999999999942
645,34599.82,34702.69,34496.95,35913.8,1313.9800000000032
646,35205.375,34496.95,35913.8,35054.97,-150.40499999999884
647,35484.385,35913.8,35054.97,33510.01,-1974.375
648,34282.490000000005,35054.97,33510.01,33785.72,-496.7700000000041
649,33647.865000000005,33510.01,33785.72,34677.72,1029.854999999996
650,34231.72,33785.72,34677.72,35289.84,1058.1199999999953
651,34983.78,34677.72,35289.84,33703.89,-1279.8899999999994
652,34496.865,35289.84,33703.89,34217.74,-279.125
653,33960.815,33703.89,34217.74,33866.64,-94.17500000000291
654,34042.19,34217.74,33866.64,32868.92,-1173.270000000004
655,33367.78,33866.64,32868.92,33816.26,448.4800000000032
656,33342.59,32868.92,33816.26,33500.22,157.63000000000466
657,33658.240000000005,33816.26,33500.22,34259.99,601.7499999999927
658,33880.104999999996,33500.22,34259.99,33091.54,-788.564999999995
659,33675.765,34259.99,33091.54,32729.46,-946.3050000000003
660,32910.5,33091.54,32729.46,32824.43,-86.06999999999971
661,32776.945,32729.46,32824.43,31874.74,-902.2049999999981
662,32349.585,32824.43,31874.74,31388.05,-961.5349999999999
663,31631.395,31874.74,31388.05,31525.77,-105.625
664,31456.91,31388.05,31525.77,31779.8,322.8899999999994
665,31652.785,31525.77,31779.8,30836.73,-816.0550000000003
666,31308.265,31779.8,30836.73,29792.75,-1515.5149999999994
667,30314.739999999998,30836.73,29792.75,32141.47,1826.7300000000032
668,30967.11,29792.75,32141.47,32287.73,1320.619999999999
669,32214.6,32141.47,32287.73,33635.55,1420.9500000000044
670,32961.64,32287.73,33635.55,34272.4,1310.760000000002
671,33953.975000000006,33635.55,34272.4,35402.13,1448.1549999999916
672,34837.265,34272.4,35402.13,37251.63,2414.364999999998
673,36326.88,35402.13,37251.63,39463.08,3136.2000000000044
674,38357.354999999996,37251.63,39463.08,40028.37,1671.0150000000067
675,39745.725000000006,39463.08,40028.37,40030.0,284.2749999999942
676,40029.185,40028.37,40030.0,42234.99,2205.8050000000003
677,41132.494999999995,40030.0,42234.99,41485.57,353.07500000000437
678,41860.28,42234.99,41485.57,39865.66,-1994.6199999999953
679,40675.615000000005,41485.57,39865.66,39156.52,-1519.0950000000084
680,39511.09,39865.66,39156.52,38202.09,-1309.0
681,38679.30499999999,39156.52,38202.09,39724.9,1045.5950000000084
682,38963.494999999995,38202.09,39724.9,40879.99,1916.4950000000026
683,40302.445,39724.9,40879.99,42863.39,2560.9449999999997
684,41871.69,40879.99,42863.39,44603.26,2731.5699999999997
685,43733.325,42863.39,44603.26,43823.23,89.90500000000611
686,44213.245,44603.26,43823.23,46264.6,2051.354999999996
687,45043.915,43823.23,46264.6,45597.85,553.9349999999977
688,45931.225,46264.6,45597.85,45532.47,-398.7549999999974
689,45565.16,45597.85,45532.47,44419.43,-1145.7300000000032
690,44975.95,45532.47,44419.43,47820.33,2844.3800000000047
691,46119.880000000005,44419.43,47820.33,47101.08,981.1999999999971
692,47460.705,47820.33,47101.08,47008.84,-451.86500000000524
693,47054.96,47101.08,47008.84,45913.14,-1141.8199999999997
694,46460.99,47008.84,45913.14,44689.46,-1771.5299999999988
695,45301.3,45913.14,44689.46,44711.19,-590.1100000000006
696,44700.325,44689.46,44711.19,46754.71,2054.385000000002
697,45732.95,44711.19,46754.71,49342.38,3609.4300000000003
698,48048.545,46754.71,49342.38,48859.02,810.4749999999985
699,49100.7,49342.38,48859.02,49282.12,181.42000000000553
700,49070.57,48859.02,49282.12,49500.43,429.8600000000006
701,49391.275,49282.12,49500.43,47685.9,-1705.375
702,48593.165,49500.43,47685.9,48981.92,388.7549999999974
703,48333.91,47685.9,48981.92,46850.23,-1483.6800000000003
704,47916.075,48981.92,46850.23,49071.58,1155.5050000000047
705,47960.905,46850.23,49071.58,48920.4,959.4950000000026
706,48995.990000000005,49071.58,48920.4,48806.77,-189.22000000000844
707,48863.585,48920.4,48806.77,46997.23,-1866.354999999996
708,47902.0,48806.77,46997.23,47114.52,-787.4800000000032
709,47055.875,46997.23,47114.52,48834.11,1778.2350000000006
710,47974.315,47114.52,48834.11,49271.91,1297.5950000000012
711,49053.01,48834.11,49271.91,50017.04,964.0299999999988
712,49644.475000000006,49271.91,50017.04,49942.28,297.804999999993
713,49979.66,50017.04,49942.28,51792.81,1813.1499999999942
714,50867.545,49942.28,51792.81,52695.57,1828.0250000000015
715,52244.19,51792.81,52695.57,46878.12,-5366.07
716,49786.845,52695.57,46878.12,46062.42,-3724.425000000003
717,46470.270000000004,46878.12,46062.42,46393.93,-76.34000000000378
718,46228.175,46062.42,46393.93,44857.81,-1370.3650000000052
719,45625.869999999995,46393.93,44857.81,45172.22,-453.6499999999942
720,45015.015,44857.81,45172.22,46020.0,1004.9850000000006
721,45596.11,45172.22,46020.0,44949.2,-646.9100000000035
722,45484.6,46020.0,44949.2,47119.85,1635.25
723,46034.524999999994,44949.2,47119.85,48142.8,2108.2750000000087
724,47631.325,47119.85,48142.8,47750.76,119.43500000000495
725,47946.78,48142.8,47750.76,47300.0,-646.7799999999988
726,47525.380000000005,47750.76,47300.0,48301.46,776.0799999999945
727,47800.729999999996,47300.0,48301.46,47251.77,-548.9599999999991
728,47776.615,48301.46,47251.77,43010.83,-4765.784999999996
729,45131.3,47251.77,43010.83,40724.57,-4406.730000000003
730,41867.7,43010.83,40724.57,43559.0,1691.300000000003
731,42141.785,40724.57,43559.0,44884.62,2742.834999999999
732,44221.81,43559.0,44884.62,42840.18,-1381.6299999999974
733,43862.4,44884.62,42840.18,42695.78,-1166.6200000000026
734,42767.979999999996,42840.18,42695.78,43181.73,413.7500000000073
735,42938.755000000005,42695.78,43181.73,42167.08,-771.6750000000029
736,42674.405,43181.73,42167.08,41024.26,-1650.1449999999968
737,41595.67,42167.08,41024.26,41523.02,-72.65000000000146
738,41273.64,41024.26,41523.02,43818.22,2544.5800000000017
739,42670.619999999995,41523.02,43818.22,48163.64,5493.020000000004
740,45990.93,43818.22,48163.64,47659.18,1668.25
741,47911.41,48163.64,47659.18,48228.72,317.3099999999977
742,47943.95,47659.18,48228.72,49238.09,1294.1399999999994
743,48733.405,48228.72,49238.09,51493.6,2760.1949999999997
744,50365.845,49238.09,51493.6,55334.18,4968.334999999999
745,53413.89,51493.6,55334.18,53792.44,378.5500000000029
746,54563.31,55334.18,53792.44,53954.99,-608.3199999999997
747,53873.715,53792.44,53954.99,54969.0,1095.2850000000035
748,54461.994999999995,53954.99,54969.0,54689.0,227.00500000000466
749,54829.0,54969.0,54689.0,57480.27,2651.269999999997
750,56084.634999999995,54689.0,57480.27,56004.33,-80.30499999999302
751,56742.3,57480.27,56004.33,57367.64,625.3399999999965
752,56685.985,56004.33,57367.64,57350.09,664.1049999999959
753,57358.865,57367.64,57350.09,61669.34,4310.4749999999985
754,59509.715,57350.09,61669.34,60878.95,1369.2350000000006
755,61274.145,61669.34,60878.95,61510.94,236.79500000000553
756,61194.945,60878.95,61510.94,62011.55,816.6050000000032
757,61761.245,61510.94,62011.55,64282.61,2521.364999999998
758,63147.08,62011.55,64282.61,66018.41,2871.3300000000017
759,65150.51,64282.61,66018.41,62199.17,-2951.340000000004
760,64108.79,66018.41,62199.17,60677.78,-3431.010000000002
761,61438.475,62199.17,60677.78,61279.94,-158.53499999999622
762,60978.86,60677.78,61279.94,60858.0,-120.86000000000058
763,61068.97,61279.94,60858.0,63072.07,2003.0999999999985
764,61965.035,60858.0,63072.07,60321.97,-1643.0650000000023
765,61697.020000000004,63072.07,60321.97,58438.63,-3258.3900000000067
766,59380.3,60321.97,58438.63,60593.95,1213.6499999999942
767,59516.28999999999,58438.63,60593.95,62249.85,2733.560000000005
768,61421.899999999994,60593.95,62249.85,61885.35,463.45000000000437
769,62067.6,62249.85,61885.35,61340.58,-727.0199999999968
770,61612.965,61885.35,61340.58,60939.91,-673.054999999993
771,61140.245,61340.58,60939.91,63257.7,2117.4549999999945
772,62098.805,60939.91,63257.7,62928.12,829.3150000000023
773,63092.91,63257.7,62928.12,61443.35,-1649.560000000005
774,62185.735,62928.12,61443.35,61001.36,-1184.375
775,61222.354999999996,61443.35,61001.36,61518.88,296.52500000000146
776,61260.119999999995,61001.36,61518.88,63327.14,2067.020000000004
777,62423.009999999995,61518.88,63327.14,67570.19,5147.180000000008
778,65448.665,63327.14,67570.19,66958.39,1509.7249999999985
779,67264.29000000001,67570.19,66958.39,64911.66,-2352.6300000000047
780,65935.025,66958.39,64911.66,64816.53,-1118.4949999999953
781,64864.095,64911.66,64816.53,64139.28,-724.8150000000023
782,64477.905,64816.53,64139.28,64389.0,-88.90499999999884
783,64264.14,64139.28,64389.0,65527.47,1263.3300000000017
784,64958.235,64389.0,65527.47,63615.74,-1342.4950000000026
785,64571.604999999996,65527.47,63615.74,60088.0,-4483.604999999996
786,61851.869999999995,63615.74,60088.0,60371.86,-1480.0099999999948
787,60229.93,60088.0,60371.86,56917.36,-3312.5699999999997
788,58644.61,60371.86,56917.36,58099.99,-544.6200000000026
789,57508.675,56917.36,58099.99,59743.28,2234.604999999996
790,58921.634999999995,58099.99,59743.28,58677.1,-244.53499999999622
791,59210.19,59743.28,58677.1,56292.09,-2918.100000000006
792,57484.595,58677.1,56292.09,57557.9,73.30500000000029
793,56924.994999999995,56292.09,57557.9,57155.08,230.0850000000064
794,57356.490000000005,57557.9,57155.08,58999.99,1643.4999999999927
795,58077.535,57155.08,58999.99,53759.97,-4317.565000000002
796,56379.979999999996,58999.99,53759.97,54762.33,-1617.6499999999942
797,54261.15,53759.97,54762.33,57317.97,3056.8199999999997
798,56040.15,54762.33,57317.97,57826.71,1786.5599999999977
799,57572.34,57317.97,57826.71,56981.05,-591.2899999999936
800,57403.880000000005,57826.71,56981.05,57212.27,-191.61000000000786
801,57096.66,56981.05,57212.27,56523.54,-573.1200000000026
802,56867.905,57212.27,56523.54,53648.0,-3219.904999999999
803,55085.770000000004,56523.54,53648.0,49201.95,-5883.820000000007
804,51424.975,53648.0,49201.95,49446.72,-1978.2549999999974
805,49324.335,49201.95,49446.72,50500.01,1175.675000000003
806,49973.365000000005,49446.72,50500.01,50634.01,660.6449999999968
807,50567.01,50500.01,50634.01,50512.87,-54.13999999999942
808,50573.44,50634.01,50512.87,47569.26,-3004.1800000000003
809,49041.065,50512.87,47569.26,47166.63,-1874.435000000005
810,47367.945,47569.26,47166.63,49422.38,2054.4349999999977
811,48294.505,47166.63,49422.38,50080.09,1785.5849999999991
812,49751.235,49422.38,50080.09,46723.7,-3027.5350000000035
813,48401.895,50080.09,46723.7,48365.91,-35.984999999993306
814,47544.805,46723.7,48365.91,48883.91,1339.1050000000032
815,48624.91,48365.91,48883.91,47639.42,-985.4900000000052
816,48261.665,48883.91,47639.42,46153.7,-2107.965000000004
817,46896.56,47639.42,46153.7,46847.87,-48.68999999999505
818,46500.785,46153.7,46847.87,46699.1,198.31499999999505
819,46773.485,46847.87,46699.1,46916.22,142.73500000000058
820,46807.66,46699.1,46916.22,48905.71,2098.0499999999956
821,47910.965,46916.22,48905.71,48610.35,699.385000000002
822,48758.03,48905.71,48610.35,50847.09,2089.0599999999977
823,49728.72,48610.35,50847.09,50846.08,1117.3600000000006
824,50846.585,50847.09,50846.08,50427.56,-419.02500000000146
825,50636.82,50846.08,50427.56,50801.06,164.23999999999796
826,50614.31,50427.56,50801.06,50727.55,113.24000000000524
827,50764.305,50801.06,50727.55,47556.84,-3207.465000000004
828,49142.195,50727.55,47556.84,46471.72,-2670.4749999999985
829,47014.28,47556.84,46471.72,47125.87,111.59000000000378
830,46798.795,46471.72,47125.87,46208.25,-590.5449999999983
831,46667.06,47125.87,46208.25,47729.83,1062.770000000004
832,46969.04,46208.25,47729.83,47293.15,324.1100000000006
833,47511.490000000005,47729.83,47293.15,46450.22,-1061.270000000004
834,46871.685,47293.15,46450.22,45824.27,-1047.4150000000009
835,46137.244999999995,46450.22,45824.27,43448.5,-2688.7449999999953
836,44636.384999999995,45824.27,43448.5,43086.35,-1550.0349999999962
837,43267.425,43448.5,43086.35,41556.89,-1710.5350000000035
838,42321.619999999995,43086.35,41556.89,41678.35,-643.2699999999968
839,41617.619999999995,41556.89,41678.35,41860.61,242.99000000000524
840,41769.479999999996,41678.35,41860.61,41819.01,49.53000000000611
841,41839.81,41860.61,41819.01,42740.0,900.1900000000023
842,42279.505000000005,41819.01,42740.0,43919.88,1640.3749999999927
843,43329.94,42740.0,43919.88,42570.33,-759.6100000000006
844,43245.104999999996,43919.88,42570.33,43074.83,-170.27499999999418
845,42822.58,42570.33,43074.83,43104.8,282.22000000000116
846,43089.815,43074.83,43104.8,43089.63,-0.18500000000494765
847,43097.215,43104.8,43089.63,42215.08,-882.1349999999948
848,42652.354999999996,43089.63,42215.08,42362.39,-289.9649999999965
849,42288.735,42215.08,42362.39,41671.98,-616.7549999999974
850,42017.185,42362.39,41671.98,40690.45,-1326.7350000000006
851,41181.215,41671.98,40690.45,36462.22,-4718.994999999995
852,38576.335,40690.45,36462.22,35065.91,-3510.4249999999956
853,35764.065,36462.22,35065.91,36250.76,486.6949999999997
854,35658.33500000001,35065.91,36250.76,36675.08,1016.7449999999953
855,36462.92,36250.76,36675.08,36963.57,500.65000000000146
856,36819.325,36675.08,36963.57,36831.31,11.985000000000582
857,36897.44,36963.57,36831.31,37170.0,272.5599999999977
858,37000.655,36831.31,37170.0,37723.91,723.2550000000047
859,37446.955,37170.0,37723.91,38176.66,729.7050000000017
860,37950.285,37723.91,38176.66,37901.61,-48.67500000000291
861,38039.135,38176.66,37901.61,38477.0,437.86499999999796
862,38189.305,37901.61,38477.0,38715.13,525.8249999999971
863,38596.065,38477.0,38715.13,36919.33,-1676.7350000000006
864,37817.229999999996,38715.13,36919.33,37330.03,-487.1999999999971
865,37124.68,36919.33,37330.03,41593.87,4469.190000000002
866,39461.95,37330.03,41593.87,41403.93,1941.9800000000032
867,41498.9,41593.87,41403.93,42403.87,904.9700000000012
868,41903.9,41403.93,42403.87,43870.1,1966.199999999997
869,43136.985,42403.87,43870.1,44077.2,940.2149999999965
870,43973.649999999994,43870.1,44077.2,44406.64,432.99000000000524
871,44241.92,44077.2,44406.64,43533.17,-708.75
872,43969.905,44406.64,43533.17,42399.11,-1570.7949999999983
873,42966.14,43533.17,42399.11,42243.29,-722.8499999999985
874,42321.2,42399.11,42243.29,42078.34,-242.86000000000058
875,42160.815,42243.29,42078.34,42550.64,389.8249999999971
876,42314.49,42078.34,42550.64,44574.32,2259.8300000000017
877,43562.479999999996,42550.64,44574.32,43903.35,340.8700000000026
878,44238.835,44574.32,43903.35,40540.14,-3698.6949999999997
879,42221.744999999995,43903.35,40540.14,39999.0,-2222.7449999999953
880,40269.57,40540.14,39999.0,40098.33,-171.23999999999796
881,40048.665,39999.0,40098.33,38398.4,-1650.2649999999994
882,39248.365000000005,40098.33,38398.4,37022.4,-2225.965000000004
883,37710.4,38398.4,37022.4,38251.18,540.7799999999988
884,37636.79,37022.4,38251.18,37269.34,-367.45000000000437
885,37760.259999999995,38251.18,37269.34,38340.41,580.1500000000087
886,37804.875,37269.34,38340.41,39237.06,1432.1849999999977
887,38788.735,38340.41,39237.06,39138.11,349.375
888,39187.585,39237.06,39138.11,37714.43,-1473.1549999999988
889,38426.270000000004,39138.11,37714.43,43181.27,4754.999999999993
890,40447.85,37714.43,43181.27,44434.09,3986.239999999998
891,43807.67999999999,43181.27,44434.09,43914.13,106.45000000000437
